! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,
7802C_MADIS,"DRIPPING SPRINGS 4.3 E, TX",30.19740,-98.01650,379 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7801C_MADIS,"EL PASO 6.0 N, TX",31.93620,-106.44500,1262 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7800C_MADIS,"MOUNT JULIET 2.9 WSW, TN",36.18969,-86.57130,147 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7798C_MADIS,"GREEN HILL 4.5 NNE, TN",36.29887,-86.55390,150 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7795C_MADIS,"WESTMORELAND 5.4 NNE, TN",36.63680,-86.21250,252 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7791C_MADIS,"CLARKSVILLE 6.4 ESE, TN",36.51137,-87.25000,165 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7789C_MADIS,"CLARKSVILLE 3.3 SSE, TN",36.51601,-87.32700,165 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7787C_MADIS,"CLARKSVILLE 11.6 SE, TN",36.43731,-87.20640,180 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7785C_MADIS,"LAWRENCEBURG 8.8 SE, TN",35.25455,-87.38450,-9999 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7783C_MADIS,"JAMESTOWN 13.7 S, TN",36.23322,-84.93560,531 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7753C_MADIS,"BINGHAMTON 7.0 NNE, NY",42.19307,-75.84830,276 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7749C_MADIS,"DUTTON 3.3 ENE, MT",47.86160,-111.64550,1081 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7747C_MADIS,"SPRINGFIELD 0.7 ENE, MO",37.20030,-93.27400,-9999 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7746C_MADIS,"PARSONSBURG 1.6 WNW, MD",38.39039,-75.50270,23 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7745C_MADIS,"ABINGDON 0.5 NNE, MD",39.46780,-76.27700,41 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7729C_MADIS,"WRAY 4.2 NNE, CO",40.13692,-102.19810,1120 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7719C_MADIS,"PLEASANT HILL 0.5 ESE, TN",35.97360,-85.18860,575 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7715C_MADIS,"CLARKSVILLE 10.2 WSW, TN",36.48050,-87.50050,144 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7714C_MADIS,"CUMBERLAND CITY 6.5 E, TN",36.38370,-87.52720,196 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7713C_MADIS,"NEWPORT 2.3 S, TN",35.92759,-83.19730,395 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7707C_MADIS,"CUSTER COUNTY, SD",43.49420,-103.82030,1295 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7705C_MADIS,"COSTILLA COUNTY, CO",37.38999,-105.33610,2545 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7696C_MADIS,"NEW BRAUNFELS 7.2 NW, TX",29.77794,-98.20310,325 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7692C_MADIS,"LEBANON 4.5 NNW, TN",36.27514,-86.33140,176 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7691C_MADIS,"LEBANON 2.7 SSE, TN",36.14976,-86.30600,195 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7685C_MADIS,"SPARTA 1.2 E, TN",35.93570,-85.45100,297 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7684C_MADIS,"HENDERSONVILLE 2.3 NE, TN",36.31573,-86.57120,151 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7681C_MADIS,"DOVER 8.0 N, TN",36.59794,-87.84560,128 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7679C_MADIS,"GORDONSVILLE 1.4 ENE, TN",36.18842,-85.90760,162 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7675C_MADIS,"ADAMS 2.9 WSW, TN",36.57000,-87.05710,-9999 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7674C_MADIS,"COOKEVILLE 3.5 NNW, TN",36.20481,-85.52440,340 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7670C_MADIS,"SLAYDEN 6.3 ENE, TN",36.34140,-87.37220,182 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7667C_MADIS,"CLARKSVILLE 9.3 ESE, TN",36.49664,-87.19940,184 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7666C_MADIS,"CLARKSVILLE 5.4 NE, TN",36.61969,-87.28250,155 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7663C_MADIS,"CLARKSVILLE 6.6 SE, TN",36.50131,-87.25380,184 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7657C_MADIS,"JACKSON 1.2 ENE, TN",35.64161,-88.81020,148 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7656C_MADIS,"WESTMORELAND 3.9 E, TN",36.56812,-86.17710,279 meters,snowfall,2008-02-29 09,0.000,cm,24,hours,
7651C_MADIS,"TENNESSEE RIDGE 1.2 SW, TN",36.30637,-87.77880,216 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7648C_MADIS,"MORRISTOWN 1.5 NW, TN",36.22780,-83.31710,424 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7645C_MADIS,"WINCHESTER 1.6 W, TN",35.18400,-86.13660,287 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7641C_MADIS,"MOUNT JULIET 5.2 SSW, TN",36.13878,-86.56570,168 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7637C_MADIS,"CROSSVILLE 12.0 NNW, TN",36.10580,-85.13510,568 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7633C_MADIS,"SHELBYVILLE 10.2 WSW, TN",35.44181,-86.61740,242 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7630C_MADIS,"LEAD 5.5 SSW, SD",44.27806,-103.80920,1798 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7624C_MADIS,"GALLATIN 0.2 NNW, MO",39.91249,-93.96470,281 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7620C_MADIS,"NEWTON COUNTY, IN",40.75106,-87.42890,217 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7603C_MADIS,"MCMINNVILLE 0.6 NW, TN",35.69256,-85.78460,301 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7600C_MADIS,"SMYRNA 1.4 S, TN",35.96335,-86.51290,162 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7599C_MADIS,"MURFREESBORO 3.2 SW, TN",35.82402,-86.43890,188 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
7594C_MADIS,"CLARKSVILLE 4.4 WNW, TN",36.59026,-87.41750,148 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7591C_MADIS,"CLARKSVILLE 7.1 ESE, TN",36.53864,-87.20700,-9999 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7587C_MADIS,"CLARKSVILLE 7.7 ESE, TN",36.50203,-87.22900,-9999 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7586C_MADIS,"CLARKSVILLE 10.6 S, TN",36.40851,-87.32460,179 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7585C_MADIS,"CLARKSVILLE 8.4 ESE, TN",36.49572,-87.21890,183 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7583C_MADIS,"CLARKSVILLE 1.2 NNE, TN",36.57541,-87.33650,153 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7578C_MADIS,"LORETTO 4.7 NE, TN",35.13418,-87.38580,288 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7576C_MADIS,"BRENTWOOD 2.8 NE, TN",36.02433,-86.75090,208 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7573C_MADIS,"ANTIOCH 1.8SSW, TN",36.03668,-86.68160,203 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7572C_MADIS,"ANTIOCH 4.5ENE, TN",36.07185,-86.59410,164 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
7565C_MADIS,"HILLSBORO 3.2SE, TN",35.37325,-85.94620,325 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7563C_MADIS,"MANCHESTER 6.8 N, TN",35.56741,-86.08980,325 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7559C_MADIS,"SHELBYVILLE 9.3 SSW, TN",35.35793,-86.47950,-9999 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7548C_MADIS,"BRENTWOOD 1.6 N, TN",36.01960,-86.78670,218 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7546C_MADIS,"BRENTWOOD 3.3 SSE, TN",35.95624,-86.75560,253 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7544C_MADIS,"BRENTWOOD 0.5 SSW, TN",35.98934,-86.79040,221 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7541C_MADIS,"MORRISON 1.9 SSW, TN",35.57504,-85.92560,320 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7539C_MADIS,"PORTLAND 3.5 NE, TN",36.61670,-86.46590,231 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7536C_MADIS,"WESTMORELAND 5.2 N, TN",36.63962,-86.25180,245 meters,snowfall,2008-02-29 17,0.000,cm,24,hours,
7532C_MADIS,"INDIAN MOUND 3.6SE, TN",36.46183,-87.61110,211 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7520C_MADIS,"CEDAR HILL 2.6 N, TN",36.58750,-87.00600,196 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7519C_MADIS,"RIVES 2.6 ENE, TN",36.37201,-89.00640,96 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7515C_MADIS,"CULLEOKA 2.3SE, TN",35.46518,-86.95170,250 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7512C_MADIS,"GAINESBORO 8.2 NE, TN",36.43957,-85.54480,289 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7511C_MADIS,"PULASKI 5.4 SW, TN",35.13575,-87.09530,280 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7507C_MADIS,"NOLENSVILLE 5.8 NNW, TN",36.02500,-86.68700,208 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7500C_MADIS,"BELLE MEADE 1.4 NNE, TN",36.11639,-86.84110,151 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7493C_MADIS,"CAMDEN 4.5 NE, TN",36.10659,-88.04430,151 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7484C_MADIS,"GREEN HILL 3.8 NNE, TN",36.28753,-86.55330,156 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7476C_MADIS,"CUMBERLAND CITY 1.2 ESE, TN",36.37761,-87.62350,151 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7474C_MADIS,"GREENBRIER 1.4 N, TN",36.44365,-86.79810,254 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7472C_MADIS,"ALGOOD 5.1 NNW, TN",36.26780,-85.47330,303 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7470C_MADIS,"LYNCHBURG MOORE COUNTY 4.0 ESE,",35.26675,-86.28890,309 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7466C_MADIS,"CLARKSVILLE 3.2 NW, TN",36.59000,-87.39300,158 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7460C_MADIS,"COLUMBIA 1.2 SSW, TN",35.60722,-87.05920,224 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7450C_MADIS,"BELLE MEADE 5.3 WSW, TN",36.06733,-86.94130,177 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7447C_MADIS,"BERRY HILL 1.6 WNW, TN",36.12597,-86.79540,195 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7445C_MADIS,"BELLE MEADE 0.4 W, TN",36.09814,-86.86280,168 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7440C_MADIS,"SHELBYVILLE 0.7 SSW, TN",35.48000,-86.45000,240 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7437C_MADIS,"MCMINNVILLE 3.0N, TN",35.73000,-85.77000,315 meters,snowfall,2008-02-29 10,0.000,cm,24,hours,
7436C_MADIS,"HENDERSONVILLE 1.2 NE, TN",36.30410,-86.58500,157 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7435C_MADIS,"BELLE MEADE 3.1 N, TN",36.14400,-86.85800,150 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7428C_MADIS,"PORTSMOUTH 4.1 SSE, VA",36.80100,-76.32700,12 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7424C_MADIS,"GEORGETOWN 5.5 NNW, TX",30.72434,-97.71000,250 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7421C_MADIS,"BOERNE 4.0 WSW, TX",29.76263,-98.78680,490 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7419C_MADIS,"SAN BENITO 5.0 SSE, TX",26.06637,-97.61890,19 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7416C_MADIS,"COOKEVILLE 4.6 WNW, TN",36.18851,-85.57890,305 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7413C_MADIS,"COOKEVILLE 3.0 ENE, TN",36.16578,-85.45300,342 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7409C_MADIS,"SILVER POINT 3.0 SSE, TN",36.05194,-85.72280,-9999 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7403C_MADIS,"SHELBYVILLE 6.5 WSW, TN",35.44554,-86.54750,242 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7401C_MADIS,"SHELBYVILLE 3.1 ESE, TN",35.46626,-86.40030,227 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7396C_MADIS,"VALLEY GREEN 0.8 ENE, PA",40.16119,-76.77910,131 meters,snowfall,2008-02-29 10,0.000,cm,24,hours,
7392C_MADIS,"JIM THORPE 1.1 NNW, PA",40.88882,-75.74760,321 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7388C_MADIS,"CARL JUNCTION 3.4 WSW, MO",37.14528,-94.60310,275 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7386C_MADIS,"BISHOPVILLE 3.1 E, MD",38.44664,-75.13400,7 meters,snowfall,2008-02-29 09,0.000,cm,24,hours,
7365C_MADIS,"DANVERS 1.7 WNW, IL",40.53429,-89.20550,244 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7360C_MADIS,"ROUND LAKE 2.0 S, IL",42.32180,-88.10280,245 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7349C_MADIS,"MESA 5.7 SSE, CO",39.08940,-108.10420,2455 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7344C_MADIS,"PALM VALLEY 2.2 SSW, TX",26.17567,-97.77000,14 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7342C_MADIS,"BISON 24.1 SW, SD",45.32401,-102.87680,851 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7337C_MADIS,"CONYNGHAM 3.9 NE, PA",41.03159,-76.00870,321 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7333C_MADIS,"NEODESHA 7.4 W, KS",37.41407,-95.81480,289 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7332C_MADIS,"WHITE CITY 2.5 WNW, KS",38.81189,-96.77610,427 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7331C_MADIS,"LONGMONT 5.1 E, CO",40.17289,-105.01520,1504 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7328C_MADIS,"WOODBINE 1.6 SE, MD",39.33530,-77.04750,172 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7322C_MADIS,"BURLINGTON 4.2 S, WY",44.38720,-108.41950,1335 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7319C_MADIS,"LEAKEY 0.8 N, TX",29.73534,-99.76230,500 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7317C_MADIS,"ALAMO 1.5 NNE, TX",26.20859,-98.10840,32 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7316C_MADIS,"PLANO 2.4 WSW, TX",33.02800,-96.78300,228 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7314C_MADIS,"MASCOT 1.4 NNE, TN",36.08651,-83.75590,308 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7313C_MADIS,"MARYVILLE 4.1 SSW, TN",35.69547,-84.00680,349 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7309C_MADIS,"BISON 4.5 SE, SD",45.47993,-102.39570,810 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7306C_MADIS,"TEA 0.5 SW, SD",43.44242,-96.84500,451 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7302C_MADIS,"ROSCOE 0.3 NNW, SD",45.45470,-99.33630,556 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7299C_MADIS,"BRUCE 4.1 NE, SD",44.48479,-96.83750,515 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7294C_MADIS,"BERLIN 0.2 ENE, MD",38.32646,-75.21400,9 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7292C_MADIS,"SALISBURY 3.7 SSE, MD",38.32442,-75.55780,18 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7291C_MADIS,"DELMAR 0.2 NE, MD",38.45433,-75.57300,-9999 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7287C_MADIS,"OAKLEY 0.3 NE, KS",39.12857,-100.85090,938 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7285C_MADIS,"IOLA 2.3 ESE, KS",37.91986,-95.36060,306 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7279C_MADIS,"DAVIESS COUNTY, IN",38.79812,-86.94560,196 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7268C_MADIS,"CENTER 1.2 NE, CO",37.76361,-106.09330,-9999 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
7253C_MADIS,"JACKSON COUNTY, SD",43.83670,-101.50780,749 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7250C_MADIS,"MCDONALD COUNTY, MO",36.59210,-94.45070,294 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7237C_MADIS,"BOERNE 6.0 WSW, TX",29.75406,-98.82020,569 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7236C_MADIS,"LA JOYA 11.1 N, TX",26.40801,-98.45890,93 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7233C_MADIS,"CUMBERLAND CITY 9.6 NNE, TN",36.51468,-87.59190,198 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7230C_MADIS,"WINCHESTER 3.9 W, TN",35.19593,-86.17640,306 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7219C_MADIS,"MONTROSE 5.8 NW, SD",43.77014,-97.24940,479 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7203C_MADIS,"VERMILLION 4.1 SE, SD",42.73540,-96.87530,348 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7200C_MADIS,"MARTIN 15.5 W, SD",43.20820,-102.02920,1063 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7199C_MADIS,"MARTIN 12.4 N, SD",43.35420,-101.70590,861 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7192C_MADIS,"ALAMOGORDO 8.8 N, NM",33.01114,-105.98080,1378 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7183C_MADIS,"GALVA 0.4 S, IL",41.16130,-90.03950,256 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7180C_MADIS,"COLORADO SPRINGS 5.8 ENE, CO",38.87200,-104.72620,1980 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
7179C_MADIS,"LOUISVILLE 2.6 WSW, CO",39.95717,-105.18650,1731 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7169C_MADIS,"BROOKINGS 0.2 SSW, SD",44.30389,-96.78780,507 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7168C_MADIS,"MARTIN 13.6 NNE, SD",43.35024,-101.60180,927 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7165C_MADIS,"BUFFALO 4.6 WNW, MO",37.67527,-93.16900,336 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7162C_MADIS,"ASHLAND 0.7 WNW, MO",38.77778,-92.26860,278 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7160C_MADIS,"NEWPORT NEWS 5.8 NE, VA",37.14433,-76.45410,21 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7159C_MADIS,"COLUMBIA 17.2 SSE, VA",37.53084,-78.02330,101 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7156C_MADIS,"KERRVILLE 5.9 SE, TX",29.97500,-99.07500,506 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7155C_MADIS,"BURLESON 1.1 WNW, TX",32.54100,-97.34580,233 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7152C_MADIS,"BROWNSVILLE 4.1 E, TX",25.92740,-97.41660,12 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7150C_MADIS,"GREEN HILL 3.1 NNE, TN",36.27600,-86.54700,163 meters,snowfall,2008-02-29 16,0.000,cm,24,hours,
7138C_MADIS,"JACKSON 4.7 NW, TN",35.68736,-88.88090,145 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7136C_MADIS,"MANCHESTER 7.0 E, TN",35.47929,-85.95660,345 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7133C_MADIS,"GAYVILLE 1.8 SSW, SD",42.86301,-97.18040,351 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7129C_MADIS,"RAPID CITY 5.4 SW, SD",44.01345,-103.30080,1189 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7128C_MADIS,"WALL 1.8 ENE, SD",44.00110,-102.20590,830 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
7113C_MADIS,"PRESHO 13.8 NW, SD",44.03854,-100.26560,580 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7108C_MADIS,"KADOKA 6.0 NNW, SD",43.91670,-101.53330,-9999 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
7089C_MADIS,"MILESVILLE 6.1 NW, SD",44.52363,-101.59790,679 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
7088C_MADIS,"PHILIP 20.7 NW, SD",44.28373,-101.90880,802 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7071C_MADIS,"MARTIN 11.7 E, SD",43.15627,-101.49290,914 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7069C_MADIS,"MARTIN 19.6 ENE, SD",43.31580,-101.38510,879 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7064C_MADIS,"SUNLAND PARK 5.3 NW, NM",31.85072,-106.64300,1168 meters,snowfall,2008-03-01 06,0.000,cm,24,hours,
7058C_MADIS,"SALISBURY 2.5 WSW, MD",38.35990,-75.63330,6 meters,snowfall,2008-02-29 11,0.000,cm,24,hours,
7052C_MADIS,"WIDEFIELD 13.7 ESE, CO",38.63100,-104.44150,1661 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7049C_MADIS,"BLACK FOREST 3.4 NNE, CO",39.09400,-104.65080,2284 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
7045C_MADIS,"HENDERSONVILLE 5.0 N, TN",36.36642,-86.60650,160 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7038C_MADIS,"RED BANK 3.4 NNE, TN",35.15553,-85.26690,-9999 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7031C_MADIS,"VIBORG 0.2 NNE, SD",43.17405,-97.07910,399 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7030C_MADIS,"PENNINGTON COUNTY, SD",44.08860,-103.29970,1056 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7027C_MADIS,"HARTFORD 6.4 S, SD",43.53128,-96.95020,481 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7024C_MADIS,"FULTON 9.4 N, SD",43.86238,-97.79070,406 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7023C_MADIS,"MILLER 10.2 NW, SD",44.62013,-99.13980,479 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7021C_MADIS,"HOT SPRINGS 3.7 WSW, SD",43.41134,-103.54800,1207 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7018C_MADIS,"BROOKINGS 1.4 SW, SD",44.28989,-96.80210,496 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7017C_MADIS,"JARRETTSVILLE 1.3 N, MD",39.62260,-76.47020,198 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7012C_MADIS,"DOUGLAS 2.2 SW, WY",42.73639,-105.42830,1522 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
7009C_MADIS,"EL INDIO 19.7 SSE, TX",28.24391,-100.20440,218 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
7002C_MADIS,"SPRING BRANCH 4.0 SSE, TX",29.83409,-98.40160,338 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
6998C_MADIS,"CROSSVILLE 2.4 WNW, TN",35.96282,-85.07840,563 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
6989C_MADIS,"GARRETSON 7.3 WSW, SD",43.66111,-96.62360,-9999 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
6982C_MADIS,"KENNEBEC 6.2 SSE, SD",43.81719,-99.83070,548 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
6979C_MADIS,"LYMAN COUNTY, SD",43.90271,-100.06080,557 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
6977C_MADIS,"WHITEWOOD 4.2 NNW, SD",44.51787,-103.66980,1114 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
6976C_MADIS,"KADOKA 2.8 WNW, SD",43.85280,-101.55810,717 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
6952C_MADIS,"NORMAN 6.9 W, OK",35.21898,-97.46580,359 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
6950C_MADIS,"PIEDMONT 3.2 ESE, OK",35.64900,-97.70580,340 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
6947C_MADIS,"DAYTON 1.7 SW, NV",39.23745,-119.58910,1333 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
6940C_MADIS,"SIDNEY 3.5 NNE, MT",47.75747,-104.12720,583 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
6939C_MADIS,"BOZEMAN 3.6 S, MT",45.62533,-111.05340,1555 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
